"Comment","Recordid","Date"
"Spoke with owner who confirmed that he did not renew his STR certificate and is no longer conducting short-term rentals at the property.  ","2015-014650STR","2018-02-07 12:12:30"
"Certificate mailed - 2/24/2017","2015-002801STR","2017-02-24 11:06:37"
"needs to reapply for no QR's","2015-002801STR","2019-09-16 14:56:36"
"Certificate mailed - 5/9/2017","2015-003854STR","2017-05-09 09:24:03"
"From: Alexander Troy <atroyz@yahoo.com>  Sent: Monday, April 01, 2019 12:27 PM To: CPC-ShortTermRentals <shorttermrentals@sfgov.org> Cc: Alexander Troy <atroyz@yahoo.com> Subject: Re: Short-Term Rental Reporting Now Open - Due April 30 2019  Hello,  We just received an email from you regarding our quarterly stays.  We didn't have any stays so far this year.  In fact, I wanted to mention that we will be moving soon and will NO LONGER be using Airbnb to host our place.  Is there a form we need to fill out to de-register our flat as a short term rental, because as of today, it no longer will be used as such.   Thank you,    Alexander Troy ","2015-003854STR","2019-04-03 11:37:53"
"For laps time","2015-006623STR","2018-10-04 13:39:17"
"Certificate mailed - 4/10/2017","2015-003534STR","2017-04-07 17:00:11"
"Certificate mailed - 6/20/2017","2015-005784STR","2017-06-19 14:26:15"
"MAILED RENEWAL ","2016-005381STR","2018-07-03 13:59:36"
"Received a hard copy of 2019-Q4 report along with 2019 - q1-3 reports ","2016-005381STR","2020-01-29 13:14:27"
"June Reapply - no app & pmt    ","2016-005381STR","2020-07-17 06:15:06"
"Hi Kruawan,  Absent your response, we are moving to close out your STR certificate. If you would like to conduct short-term rentals in San Francisco in the future, please don’t hesitate to reach out. Peter  Peter Byrne Office of Short Term Rentals  Office of Short Term Rentals, City and County of San Francisco 1650 Mission Street, Suite 400, San Francisco, CA 94103 Direct: 415-575-8725 Fax: 415-558-6409 Email: Peter.Byrne@sfgov.org Web: www.shortermrentals.sfgov.org  Want to get registered?    From: Byrne, Peter (ADM)  Sent: Friday, May 26, 2017 5:27 PM To: 'jeesirim@hotmail.com' Subject: RE: Your STR renewal  Hi Kruawan,  Any news on the below? Peter  From: Byrne, Peter (ADM)  Sent: Tuesday, April 25, 2017 3:17 PM To: 'jeesirim@hotmail.com' Subject: Your STR renewal  Hi Kruawan,  Our records indicate that you initially registered to be a short-term rental host in April of 2015.  Your initial registration was valid for a period of two years, and is up for renewal. We appreciate your efforts to remain in “good standing” as a host by filing your quarterly reports in a timely manner, and by operating your rental in a manner that respects the quality of life for the surrounding neighborhood. As such, you are eligible for an abbreviated renewal process of your certificate. If you wish to continue hosting short-term rentals for an additional two year period, you are still the permanent resident of the unit where you conduct short-term rentals, and the information that you submitted with your initial application is still valid, you may renew your certificate by filling out and mailing the attached form, along with the standard application fee of $250.00. We sent out renewal notifications two months ago and as of now have yet to receive yours. As of now your renewal is late, however that is not an immediate issue if we act with haste and purpose to get this renewal done promptly. If you are not conducting short-term rentals please let us know and we can close out your certificate appropriately.  I’ve attached the form we sent via snail mail for quick reference.  Let me know if you have any further questions.  For reference your:  STR # is STR-00216 Registration Date: 4/10/2015 Expiration Date 4/09/2017  Peter    Peter Byrne Office of Short Term Rentals  Office of Short Term Rentals, City and County of San Francisco 1650 Mission Street, Suite 400, San Francisco, CA 94103 Direct: 415-575-8725 Fax: 415-558-6409 Email: Peter.Byrne@sfgov.org Web: www.sfgov.org/OSTR  ","2015-003412STR","2017-07-05 16:40:14"
"Certificate mailed - 5/5/2017","2015-003318STR","2017-05-04 14:07:10"
"Certificate mailed - 4/13/2017","2015-003735STR","2017-04-12 14:18:43"
"emailed hard copy qr","2015-003735STR","2018-10-04 12:22:24"
"emailed hard copy qr- said will only let her report 2015 stays not 2018","2015-003735STR","2019-01-14 17:13:37"
"https://www.airbnb.com/rooms/4359626 ","2016-006847STR","2016-06-29 13:18:51"
"Received a hard copy of 2019-Q2 report","2016-006847STR","2019-07-31 15:21:08"
"Received a hard copy of 2019-Q3 report with no activity","2016-006847STR","2019-10-29 08:54:31"
"Received a hard copy of 2019-Q4 report","2016-006847STR","2020-01-28 13:38:17"
"Received hard copy of 2020-Q1 report","2016-006847STR","2020-04-17 17:50:57"
"https://www.airbnb.com/rooms/6348742","2016-006934STR","2016-06-29 13:32:01"
"https://www.flipkey.com/properties/5639208/","2016-006934STR","2017-08-21 21:50:32"
"www.vrbo.com/668796","2016-006934STR","2018-06-28 14:57:55"
"June Reapply - new app in SD","2016-006560STR","2020-07-17 07:03:35"
"Hi,   I sold my place on 139 Henry St / SF 94114 and I have not had any STRs this year. Please deactivate my SF city account.   STR-Registration number: 0001407 Thanks, Brooks Mason    --  Brooks Mason  ","2016-007057STR","2017-09-22 12:35:05"
"May actually live in Unit 2 instead of unit 1 and just rent out unit 1 (","2016-007027STR","2017-05-31 07:52:12"
"withdrawn after he wanted to renew","2016-006937STR","2018-07-02 13:36:14"
"SUSPENDED Due to building complaint on 20 NOV 2017.","2016-005726STR","2017-11-20 11:47:48"
"June reapply - new app in SD","2016-005726STR","2020-05-22 13:36:48"
"Hello,  We do not plan to host short-term rentals at our home right now.  The registration fee is too high considering how rarely we host.  If we decide to host in the future, we will fill out a new application online.     STR-0001411 1497 Shotwell Street San Francisco, CA 94110 Emily & Christopher Klündt  Thank you,  Emily Klündt ","2016-006580STR","2018-11-07 20:50:56"
"From: David Glickman <glickman@gmail.com>  Sent: Sunday, April 26, 2020 7:54 AM To: CPC-ShortTermRentals <shorttermrentals@sfgov.org> Subject: Re: Short-Term Rental Reporting Due April 30th   	This message is from outside the City email system. Do not open links or attachments from untrusted sources.     As of last year we are no longer hosting short term rentals and processed paper work with you and Assessors office by notice we still get these emails. Please ensure we are fully processed and not in your system anymore.   Thank you   52 Tamalpais Terrace David Glickman   - David ","2016-006481STR","2020-07-28 13:40:05"
"https://www.airbnb.com/rooms/11411740","2016-007338STR","2016-06-30 11:21:22"
"Registered Address is 73A Pearl Street","2016-006852STR","2016-06-30 12:38:02"
"https://www.airbnb.com/rooms/5693049 ","2016-006088STR","2016-06-30 14:33:53"
"https://www.airbnb.com/rooms/339544 https://www.airbnb.com/rooms/265925 https://www.airbnb.com/rooms/332781","2016-007371STR","2016-06-30 14:20:33"
"withdrawn by applicant ","2016-007371STR","2018-04-12 15:16:45"
"https://www.airbnb.com/rooms/5075470","2016-006931STR","2016-06-30 15:43:00"
"https://www.airbnb.ca/rooms/12111055","2016-006324STR","2016-06-30 15:18:59"
"per applicant's request sent via email - no longer using the space for Airbnb","2016-006324STR","2017-04-04 08:55:02"
"From: Adam Scott Bristol <adam.bristol@gmail.com>  Sent: Wednesday, April 1, 2020 11:54 AM To: CPC-ShortTermRentals <shorttermrentals@sfgov.org> Subject: Certificate withdrawal  Hello,  My name is Adam Bristol and I wish to withdraw my certificate as a host of a short-term rental.   •	My address is 153 Wood St, San Francisco, Ca 94118. •	My registration number is STR-0001422 Thank you!  Adam Bristol 415-518-0488 ","2016-007571STR","2020-04-01 17:40:03"
"per applicant's email, no longer an Airbnb host, closed business account effective April 1 2017.","2016-007478STR","2017-07-11 16:32:50"
"https://www.airbnb.com/rooms/12089785","2016-007106STR","2016-06-30 17:11:34"
"Certificate mailed - 6/5/2017","2015-005483STR","2017-06-02 15:18:22"
"Missing 4 QRs","2015-005483STR","2019-07-03 09:20:30"
"Certificate mailed - 5/26/2017","2015-004291STR","2017-05-26 13:02:14"
"Split level property w/cottage, maybe illegal unit.  MC-7/03/19 ","2015-004291STR","2019-07-03 08:58:35"
"Walked in & submitted new paper application & check for June reapply-denied","2015-004291STR","2019-09-24 14:32:25"
"Received 2019-Q3 report by email and also mail in a hard copy","2015-004291STR","2019-11-07 13:18:50"
"Certificate mailed out on 2/16/2017","2015-001733STR","2017-02-16 13:36:16"
"Certificate mailed - 6/12/2017","2015-003717STR","2017-06-12 11:09:15"
"Left a voicemail regarding maknig over 40k a year.","2015-003717STR","2018-05-07 13:13:09"
"emailed hard copy qr","2015-003717STR","2018-10-04 12:27:08"
"https://www.airbnb.com/rooms/20227654 https://www.vrbo.com/4627736ha","2015-003717STR","2019-01-16 12:02:38"
"emailed final notice ","2016-006731STR","2018-12-12 09:37:03"
"June approved - no app & pmt","2016-006731STR","2020-07-17 07:09:30"
"emailed hard copy qr","2016-008258STR","2019-01-03 20:36:02"
"Certificate mailed - 4/18/2017","2015-005290STR","2017-04-17 15:49:15"
"mailed renewal ","2015-013174STR","2018-02-05 15:46:40"
"Also on Craigslist https://sfbay.craigslist.org/sfc/vac/6130435530.html and VRBO https://www.vrbo.com/3721113ha","2015-002854STR","2017-05-16 12:07:39"
"Certificate mailed - 6/8/2017","2015-002854STR","2017-06-08 14:42:46"
"emailed last QR ","2015-002854STR","2019-04-22 16:41:52"
"Hi. I will add a note to your account that you did not have any rentals during Q2.     OMAR MASRY, AICP | SENIOR ANALYST Office of Short Term Rentals, City & County of San Francisco  omar.masry@sfgov.org  Phone: 415.575.9116 1650 Mission Street | 4th Floor | San Francisco | CA 94103  https://shorttermrentals.sfgov.org    From: edward olshanetsky <olshanetsky@sbcglobal.net> Sent: Sunday, June 30, 2019 7:12 AM To: Masry, Omar (CPC) Subject: Re: 87 Cervantes   Mr Omar. Do I need to file second quarter report , as I did not have any rentals? Please advise.  Best regards. Edward.Olshanetsky.  On May 29, 2019, at 4:00 PM, Masry, Omar (CPC) <omar.masry@sfgov.org> wrote:  Please first obtain a completion (final inspection) of any building permits to resolve the matter. We cannot make an exception on this.      OMAR MASRY, AICP | SENIOR ANALYST Office of Short Term Rentals, City & County of San Francisco  omar.masry@sfgov.org  Phone: 415.575.9116 1650 Mission Street | 4th Floor | San Francisco | CA 94103  https://shorttermrentals.sfgov.org    From: edward olshanetsky <olshanetsky@sbcglobal.net> Sent: Wednesday, May 29, 2019 3:42 PM To: Masry, Omar (CPC) Subject: 87 Cervantes    This message is from outside the City email system. Do not open links or attachments from untrusted sources.    Mr Masry , as you probably know by now it was no unauthorized unit on the ground floor in my house. To be in full compliance we need to do some minor changes in downstairs space, that we actively working  to implement. All this will be ready in less than month. I respectfully asking to reinstate my short rental permit , if it possible as soon as possible. Thank you for your consideration.  Best regards. Edward.Olshanetsky.","2015-002854STR","2019-06-30 09:37:24"
"7/8/19","2015-002854STR","2019-07-29 09:56:21"
"7/8/19","2015-002854STR","2019-07-29 09:56:23"
"7/8/19","2015-002854STR","2019-07-29 09:56:25"
"Certificate mailed - 3/31/2017","2015-004438STR","2017-03-31 09:48:41"
"Certificate mailed - 3/29/2017","2015-004037STR","2017-03-28 17:01:42"
"per application request's sent via email, have ceased offering short term rentals","","2017-05-05 14:14:01"
"From: Jeff Harris <jeff.s.harris@gmail.com>  Sent: Monday, November 25, 2019 11:10 AM To: CPC-ShortTermRentals <shorttermrentals@sfgov.org>; Joy Ding <yiyangding@gmail.com> Subject: Fwd: Short-Term Rentals - December Renewals  Hi ShortTermRental folks!   Following up on this note, we wanted to let you know that we're not short term renting out our place anymore ... we stopped this summer  Is it okay to take us out of the system after our current period expires?   Thank you for your help! Jeff + Yiyang ","2015-015194STR","2019-11-25 16:31:11"
"mailed renewal ","2016-001485STR","2018-02-23 10:48:48"
"I am no longer hosting but didn't see the attached forms that are mentioned in the email. Where can I get those?  On Wed, Feb 12, 2020 at 2:18 PM Chang, Michelle (CPC) <michelle.y.chang@sfgov.org> wrote: Hi Daniel, ","2016-001485STR","2020-02-12 14:33:38"
"Certificate mailed - 3/31/2017","2015-002570STR","2017-03-31 13:42:27"
"https://www.airbnb.com/rooms/2942149","2015-002570STR","2017-11-03 06:52:41"
"Received a hard copy of 2019-Q4 report","2015-002570STR","2020-02-05 09:02:50"
"Certificate mailed - 4/3/2017","2015-001209STR","2017-03-31 17:01:40"
"HI just to let you know that we are no longer hosting Airbnb. Our last guest was here from June25-JUne 30th and we have had no guests since.  Our str number was 000069..Jessica Waldura 2866 25 Street SF 94110. Phone contact 415-335-2160 and email biz@jujubee.net THanks ","2015-001209STR","2018-10-04 14:56:29"
"Certificate mailed - 4/13/2017","2015-002551STR","2017-04-12 13:07:22"
"emailed hard copy qr","2015-002551STR","2019-01-02 19:51:24"
"https://www.airbnb.com/users/show/9091173","2015-002551STR","2019-01-22 17:52:59"
"Host issued an STR  revocation letter on 1/22/19","2015-002551STR","2019-01-22 17:53:31"
" https://www.airbnb.com/rooms/1724819","2015-002551STR","2020-04-08 18:35:41"
"Certificate mailed - 4/6/2017","2015-002617STR","2017-04-05 15:35:18"
"https://www.airbnb.com/rooms/3852803 https://www.airbnb.com/rooms/964751 https://www.airbnb.com/rooms/23680952 https://www.airbnb.com/rooms/5506592 https://www.airbnb.com/rooms/4360006 ","2015-002617STR","2019-01-15 14:22:47"
"mailed renewal ","2016-002297STR","2018-04-09 09:38:48"
"March approve - no app & no pmt (Michelle)","2016-002297STR","2020-03-31 11:58:32"
"New app submitted on 5/14/20","2016-002297STR","2020-05-20 11:09:42"
"Certificate mailed - 6/12/2017","2015-008878STR","2017-06-09 16:00:27"
"Certificate mailed - 5/18/2017","2015-006295STR","2017-05-17 14:29:44"
"January Renewal closed - BIZ REG CLOSED 5/21/16, VOTERS GOOD, ANOTHER LISTINGS IN BOSTON ","2015-016150STR","2019-01-18 16:40:54"
"Certificate mailed - 6/5/2017","2015-004635STR","2017-06-02 15:45:20"
"emailed hard copy","2015-004635STR","2019-01-10 14:00:25"
"mailed hard copy Q1 - No stays reported ","2015-004635STR","2019-04-16 14:37:11"
"Walk in submitted a new paper app and check on 9/19/19 for June reapply-missing 3 QRs","2015-004635STR","2019-09-24 14:39:39"
"Possible illegal unit referred to DBI on 09 NOV 2017","2015-011418STR","2017-11-09 11:20:58"
"Certificate mailed - 6/2/2017","2015-006167STR","2017-06-02 14:32:10"
"mailed renewal ","2016-000299STR","2018-02-05 15:44:38"
"Feb reapply - received check pmt & new app in SD","2016-000299STR","2020-02-03 14:11:52"
"emailed hard copy for last QR report ","2016-001348STR","2018-08-31 13:45:09"
"https://www.airbnb.com/rooms/9010937","2016-007960STR","2016-10-25 10:10:13"
"cancellation request received via email dated 1/23/2017","2015-015838STR","2017-01-24 09:12:33"
"mailed renewal ","2016-001063STR","2018-02-28 21:26:13"
"Q4 REPORTED ZERO","2016-001063STR","2019-07-10 16:00:51"
"https://www.vrbo.com/847875","2016-007092STR","2016-07-01 15:14:48"
"Certificate mailed - 3/31/2017","2015-002058STR","2017-03-31 14:21:36"
"Emailed hard copy qr report","2015-002058STR","2018-10-15 14:11:09"
"Also https://www.homeaway.co.uk/p873359vb & https://sfbay.craigslist.org/sfc/vac/6132765997.html","2015-008704STR","2017-05-16 13:12:50"
"https://www.airbnb.com/rooms/7181655","2015-008704STR","2017-09-06 16:48:09"
"Sent request for booking calendars on 09 April 2018","2015-008704STR","2018-04-09 13:50:52"
"account deactivated for laps time. reapplied ","2015-008704STR","2018-08-17 19:10:04"
"Jan reapply / sheet2 - no app & no pmt","2015-015783STR","2020-02-25 09:21:18"
"Submitted app & pmt on 2/26/20 (use new email address in new app gabe@todaywebpage.com)","2015-015783STR","2020-04-16 16:08:49"
"mailed renewal ","2015-016478STR","2018-04-19 12:41:58"
"March approve - no app & no pmt (Michelle)","2015-016478STR","2020-03-31 12:03:28"
"From: Misha Advena <s5146833@gmail.com>  Sent: Sunday, April 5, 2020 1:32 PM To: CPC-ShortTermRentals <shorttermrentals@sfgov.org> Cc: Olga Narvskaia <olga.narvskaia@gmail.com> Subject: I Decided to Stop Hosting Short-Term Rentals  Dear Office of Short-Term Rentals  I, Olga Narvskaya, am informing you that I no longer intend to host short-term rentals.  •	Full Name: Olga Narvskaya •	Address: 506 Mississippi St, San Francisco, CA 94107 •	STR certificate number: STR-0001174  Thank you ","2015-016478STR","2020-04-06 17:32:44"
"Certificate mailed - 3/31/2017","2015-004069STR","2017-03-30 13:21:30"
"Certificate mailed out 2/8/2017","2015-001102STR","2017-02-08 09:07:57"
"Certificate mailed out on 2/15/2017","2015-002662STR","2017-02-14 16:38:58"
"https://www.airbnb.com/rooms/2042095 https://www.misterbandb.com/rooms/210338 ","2015-002662STR","2020-01-08 16:59:56"
"Certificate mailed out on 2/23/2017  ","2015-001397STR","2017-02-23 09:26:44"
"Peter, Kevin, et. al.,  On October 31st, I moved out of 61 Buena Vista Terrace and into my new home at 551 Castro Street. I've updated my voter registration and have activated PG&E, Comcast and Dish Network at that address. I will have my motor vehicle registration updated shortly.  Unless it's possible to do so sooner, I will apply for a STR permit for my new home on December 29th.  Please close out any open permits for 61 Buena Vista Terrace.  If anyone creates a listing for that address, it's not me.  If there's anything else you'd like from me in advance of my new application, please let me know.  I expect the new application process to move forward trouble free. If it's possible to retain the same permit number (21), I'd love that, but I'm unclear what the process is when a registered permit holder moves to a new location.  Thanks, Keith Freedman ","2015-001397STR","2017-12-11 15:27:22"
"Certificate mailed - 6/12/2017","2015-009975STR","2017-06-09 15:24:14"
"Hi. Thanks for reaching out to us. Please note the following: 1) We cannot count quarterly reports that are not submitted in time. 2) While we do not revoke certificates for a single missed quarterly report, please note that certificates can be revoked for missing multiple quarterly reports. Thanks and have a great weekend!   Fred Messbarger <fmessbarger@yahoo.com> Today, 9:01 AM Hello,  My STR-Registration number is:  0000862  I forgot to input my Q1 quarterly stays into your system. Is there a way to submit them to you for Q1 2018? Can I send you a spreadsheet? If not, how do we go about getting you that information?  Thanks.  Fred Messbarger ----- Forwarded Message ----- From: City & County of San Francisco, Office of Short-Term Rentals <shorttermrentals@sfgov.org> To: Fred Messbarger <fmessbarger@yahoo.com> Sent: Monday, April 9, 2018, 1:28:11 PM PDT Subject: Short-Term Rental Reporting Now Open - Due April 30, 2018","2015-015631STR","2018-05-07 11:06:56"
"I no longer I have a business in San Francisco at 2239 15th Street. It was cancelled this summer. Please do not send me any further reporting emails to bettydoerr@gmail.com.  Thank you, Elizabeth Doerr ","2015-015548STR","2018-10-03 20:22:13"
"From: Paul Axelrod [mailto:psaxelrod@gmail.com]  Sent: Thursday, October 25, 2018 8:04 PM To: ShortTermRentals, PLN (CPC) Subject: Re: REMINDER: Short-Term Rental Reporting- Due October 31st    I have not rented my home for more than a year. Please take me off your list.   Paul Axelrod ","2016-008298STR","2018-10-26 15:10:28"
"address was never included in June renewals so it was never vetted for renewal ","2016-008298STR","2018-10-26 15:15:59"
"https://www.wimdu.com/offers/8HPLUCRY?bounds_ne=37.947168%2C-122.257465&bounds_sw=37.549197%2C-122.603535&checkin_date=2018-02-12&checkout_date=2018-02-28&currency=USD&guests=2&page=1&per_page=24&sort_by=score&type=by_bounds","2015-002287STR","2018-02-01 10:47:58"
"STR Renewal mailed","2015-002287STR","2018-02-13 10:03:13"
"emailed hard copy qr","2015-002287STR","2019-01-18 15:33:51"
"August reapply / new app in SD","2015-007093STR","2019-10-28 13:59:08"
"Received a hard copy of 2019-Q3 report","2015-007093STR","2020-01-29 11:43:49"
"Certificate mailed out on 2/17/2017","2015-002893STR","2017-02-17 11:53:38"
"March reapply / new app in SD","2015-002893STR","2019-09-26 14:33:29"
"Received a hard copy of Q3-2019 report","2015-002893STR","2019-10-23 08:13:54"
"Certificate mailed - 7/6/2017","2015-007605STR","2017-07-06 10:31:29"
"Long-term stay from January 1 to March 3 reported on short-term quarterly report form","2015-017992STR","2019-06-21 10:02:43"
"Received a hard copy of 2019-Q2 report","2015-017992STR","2019-07-30 11:46:26"
"came to intake showed proof of previous hard copies dropped off for QRs","2015-017992STR","2019-08-14 13:29:20"
"found a few hard copies from 2018 QR's","2015-017992STR","2019-09-05 10:49:06"
"https://www.airbnb.com/rooms/4614763 https://www.airbnb.com/users/show/75978 https://www.airbnb.com/rooms/6600081","2015-017992STR","2019-10-01 14:10:03"
"Jan reapply / new app in SD & paid by check","2015-017992STR","2020-01-14 13:18:05"
"Received a hard copy of 2020-Q1 report","2015-017992STR","2020-04-08 09:56:25"
"Certificate mailed - 6/12/2017","2015-010936STR","2017-06-09 15:32:45"
"Certificate mailed - 4/14/2017","2015-002163STR","2017-04-14 11:11:16"
"From: Janette DeCaire [mailto:jmdecaire@gmail.com]  Sent: Sunday, November 18, 2018 4:15 PM To: CPC-ShortTermRentals Subject: Stoping as Host of Short-Term Rental   To who it may concern,    Effective October of 2017 please note that we stopped hosting our short term rental property. I was recently made aware of the steps that needed to be taken.   Your STR certificate number: 0000364 Your street address: 3055 California St B, San Francisco, CA 94115 Your full name: Janette DeCaire/Kelly Thompson  Please update your records accordingly. Thank you.  Kind regards, Janette DeCaire ","2015-002163STR","2018-11-20 16:35:59"
"Certificate mailed - 5/22/2017","","2017-05-22 13:24:36"
"per applicant's request sent via email -  have ceased renting out rooms through Airbnb effective May 26, 2017","","2017-05-31 09:17:46"
"test","2015-001104STR","2016-09-15 18:04:19"
"Certificate mailed out 2/8/2017","2015-001104STR","2017-02-08 09:09:44"
"emailed hard copy qr","2015-001104STR","2019-01-04 20:03:19"
"mailed renewal ","2016-000755STR","2018-04-09 10:01:21"
"March reapply - no app in SD (Michelle)","2016-000755STR","2020-03-30 14:12:35"
"STR Renewal mailed ","2015-012028STR","2018-02-13 10:21:56"
"SUSPENDED due to building complaints (dual)","2015-012028STR","2019-03-25 13:48:45"
"closed account moved applied with new address 1406 thomas ave ","2015-016152STR","2019-10-10 17:06:05"
"Certificate mailed - 5/26/2017","2015-005707STR","2017-05-26 14:19:32"
"Private room inlaw apt may have illegal kitchen. MC-07/03/19","2015-005707STR","2019-07-03 09:31:36"
"June denied / new app in SD","2015-005707STR","2019-09-26 15:22:59"
"per applicant's request, would like to deactivate account","2016-005803STR","2017-04-18 15:51:49"
"Certificate mailed - 3/27/2017","2015-004134STR","2017-03-24 16:52:28"
"Certificate mailed out 2/14/2017","2015-001177STR","2017-02-14 09:10:35"
"emailed hard copy qr","2015-001177STR","2018-10-26 18:02:50"
"emailed hard copy form","2015-001177STR","2019-01-03 20:52:09"
"mailed renewal ","2015-001177STR","2019-03-14 14:22:50"
"Certificate was mailed out on 2/24/2017","2015-001206STR","2017-02-23 16:06:08"
"Certificate mailed out on 2/16/2017","2015-002187STR","2017-02-16 10:38:37"
"emailed hard copy of QR Q2 2020","2015-002187STR","2020-07-06 10:47:22"
"application for renewal received from reception, not qualify for renewal yet, payment will be returned ","2015-002302STR","2017-04-04 15:39:31"
"Certificate mailed - 4/5/2017","2015-003290STR","2017-04-04 16:02:05"
"Certificate mailed - 4/5/2017","2015-003290STR","2017-04-04 16:02:16"
"per applicant's request sent via email, applicant relocated out of California","","2017-03-30 13:02:59"
"Per applicant's email - building was recently sold and new owner moved into the unit as of May 1, 2017","2015-004288STR","2017-06-07 09:12:54"
"https://www.airbnb.com/rooms/6688004 ","2015-015289STR","2017-12-28 10:34:42"
"emailed hard copy qr","2015-015289STR","2019-01-17 18:08:12"
"Received hard copy of 2019-Q4 report","2015-015289STR","2020-01-14 14:37:27"
"Received a hard copy of 2019-Q4 report","2015-015289STR","2020-01-28 13:44:24"
"Received hard copy of 2020-Q1 report","2015-015289STR","2020-05-06 09:21:50"
"From: Todd Temple [mailto:templetodd@gmail.com]  Sent: Wednesday, February 07, 2018 4:46 PM To: ShortTermRentals, PLN (CPC) Subject: No longer will host short term rentals  I no longer will host short term rentals.  STR # 0000975 Todd Temple 201 Harrison Street #903 San Francisco, CA 94105 ","2015-018370STR","2018-10-28 16:51:34"
"From: Kevin White [mailto:kcwhite81@gmail.com]  Sent: Sunday, October 01, 2017 2:21 PM To: ShortTermRentals, PLN (CPC) Subject: Re: Short-Term Rental Reporting Now Open - Due October 31st  Hi,  I closed my account. Do I need to continue filling these out? -- Kevin White  ","2015-016639STR","2018-10-28 14:36:21"
"https://www.airbnb.com/rooms/3896205 https://www.airbnb.com/rooms/4402199","2015-009652STR","2017-08-31 14:20:30"
"Renewal mailed","2015-009652STR","2018-02-12 15:48:11"
" https://www.airbnb.com/rooms/27928375?s=51 https://www.airbnb.com/rooms/28784618?s=51 https://www.airbnb.com/rooms/27905010?s=51  ","2015-009652STR","2019-01-10 15:35:45"
"www.vrbo.com/1495191 www.vrbo.com/1497887","2015-009652STR","2019-01-30 15:58:28"
"https://www.airbnb.com/users/show/20169016","2015-009652STR","2019-09-19 16:34:43"
"Sept reapply / new app in SD","2015-009652STR","2019-10-01 11:17:11"
"Certificate mailed - 3/27/2017","2015-001749STR","2017-03-24 16:45:55"
"emailed hard copy qr","2015-001749STR","2019-01-02 19:38:29"
"emailed hard copy qr3 in email ","2015-001749STR","2019-01-07 14:59:28"
"Certificate mailed - 3/24/2017","2015-004161STR","2017-03-23 16:47:49"
"Rooms Down","2015-012807STR","2017-10-05 10:14:24"
"Oct reapply / new app in SD","2015-012807STR","2019-10-03 09:02:36"
"Certificate mailed - 3/30/2017","2015-003417STR","2017-03-29 15:19:43"
"Certificate mailed - 5/25/2017","2015-009364STR","2017-05-25 13:55:16"
"Certificate mailed - 5/25/2017","2015-004485STR","2017-05-25 13:54:45"
"Bedroom build under the stairs","2015-004485STR","2019-07-03 09:00:02"
"From: Christine Unruh <finnedit@icloud.com>  Sent: Wednesday, July 1, 2020 4:59 PM To: CPC-ShortTermRentals <shorttermrentals@sfgov.org> Subject: I am no longer hosting on Airbnb    I no longer have a short-term rental at 720 9th Ave. 94118. I have moved and now live at 1801 Wedemeyer #421, 94129. My listing number was STR-0000734.    Christine Unruh ","2015-014313STR","2020-07-02 18:53:01"
"mailed renewal ","2016-001621STR","2018-02-27 20:36:50"
"March reapply - no app & no pmt (Michelle)","2016-001621STR","2020-03-30 13:55:12"
"Certificate mailed out on 2/16/2017","2015-001175STR","2017-02-16 10:12:40"
"https://www.airbnb.com/rooms/205842 https://www.airbnb.com/rooms/33578 https://www.airbnb.com/rooms/33577 https://www.airbnb.com/rooms/918341 https://www.airbnb.com/users/show/145258","2015-001175STR","2019-01-23 16:35:09"
"STR cert reinstated on 8/1/19.  STR activity only permitted on 153 Missouri Street","2015-001175STR","2019-08-01 17:57:37"
"From: Laura Hilgart née Kirk <lmmkirk@gmail.com>  Sent: Wednesday, October 02, 2019 10:18 AM To: CPC-ShortTermRentals <shorttermrentals@sfgov.org> Subject: Account closure   	This message is from outside the City email system. Do not open links or attachments from untrusted sources.   I have moved from 54 Woodward St, Apartment A San Francisco, CA 94103 where I had short term rentals and no longer will be doing so.    My full name is Laura Marie Kirk. I have since gotten married so in case your system has my new name it is Laura Marie Hilgart.   My STR numeber is 0000801  Thank you! Laura ","2015-014779STR","2019-10-03 12:58:17"
"emailed hard copy qr ","2016-001750STR","2018-10-15 16:37:37"
"Received $450 (check #1609) along with renewal form at front desk","2016-001750STR","2020-05-11 14:17:46"
"Certificate mailed - 4/3/2017","2015-002045STR","2017-03-31 16:16:02"
"Certificate mailed - 4/3/2017","2015-002045STR","2017-03-31 16:16:03"
"emailed hard copy qr ","2015-002045STR","2019-03-19 12:03:37"
"Certificate mailed - 3/17/2017","2015-003541STR","2017-03-17 10:12:03"
"Milton, just wanted to let you know I filed the UDU screening request today as part of the building permit process to document the removal of the stove.  -- Brian cell:  +1 (415) 786-0319 Milton, after spending the past Friday morning at the Planning Department and doing some homework over the past holiday weekend, we have decided to abandon the renewal application until after we have resolved the building permit documenting the removal of the stove.  This afternoon we contacted AirBNB, cancelled all future reservations, and delisted the unit.  We will continue to work with the Planning Department and we hope to be able to re-apply with the OSTR in the future.  Thank you for your help during this process. -Brian (MC: email dated 09/04/19 & 09/15/19)  ","2015-003541STR","2019-09-17 09:01:15"
"Received a hard copy of 2019-Q3 report","2015-003541STR","2019-11-01 09:47:45"
"per email sent to Peter Byrne, applicant sold the property","2015-003459STR","2017-07-06 09:08:30"
"Certificate mailed - 3/17/2017","2015-003488STR","2017-03-17 10:04:10"
