rec_num,time_log_seq,billable_flag
2014.0332E,4448577,N
2013.0850E,4448880,N
2011.1359E,4449446,N
2012.1025E_3,4449541,N
2013.0154E_3,4449546,N
2006.1308E_5,4449547,N
2006.1308E_5,4449548,N
2013.1757E,4449580,N
2011.1359E,4449637,N
2011.1359E,4449807,N
2012.1553E,4449808,N
2011.1359E,4450320,N
2014.0332E,4450321,N
2013.0850E,4450720,N
2013.1748E,4450990,N
2011.1359E,4450993,N
2006.1308E_5,4451011,N
2013.0050C,4451358,N
2006.0422K,4451362,N
2013.0784X,4451676,N
2014-000609CUA,4451721,N
2013.0698X,4451780,N
1996.281E_11,4456481,N
2006.1308E_5,4456482,N
2006.1308E_5,4456483,N
2006.1308E_5,4456484,N
2011.1359E,4456487,N
2012.1025E_3,4456521,N
2006.0441E_5,4456522,N
2013.0154E_3,4456528,N
2006.1308E_5,4457006,N
2011.1359E,4457007,N
2012.1025E_3,4457008,N
2015-013502VAR,4457147,N
2012.1025E_3,4457806,N
2006.1308E_5,4457859,N
2013.0698X,4457995,N
2013.0698X,4457996,N
2015-007695VAR,4458672,N
2015-007695VAR,4459013,N
2012.0203E_3,4459290,N
2012.0203E_3,4460152,N
2015-007695VAR,4460217,N
2012.0203E_3,4460624,N
2014.0367E,4460679,N
2012.0033C,4460861,N
2014.1441E,4461024,N
1996.547E,4461081,N
2006.1308E_5,4461082,N
2006.1308E_5,4461083,N
2011.1359E,4461089,N
2014.1441E,4461381,N
2012.0203E_3,4461672,N
2012.0203E_3,4461701,N
2015-007695VAR,4461786,N
2014.0367E,4461867,N
1996.547E,4461988,N
2006.1308E_5,4461989,N
2011.1359E,4461990,N
2014.0564C,4462314,N
2014.0564C,4462315,N
2014.1063SHD,4462331,N
2005.1074E_3,4462363,N
2012.1025E_3,4462366,N
1996.547E,4462367,N
2013.1757E,4462997,N
2011.1359E,4462998,N
1996.547E,4463019,N
2013.0698X,4463421,N
2011.1359E,4463466,N
2014.1441E,4463636,N
2006.1523E,4463800,N
2011.1359E,4463973,N
2014.1441E,4463980,N
2006.1523E,4464005,N
2011.1359E,4465127,N
2014.1441E,4465150,N
2006.1523E,4465186,N
2011.1359E,4466476,N
2014.1441E,4466507,N
2006.1523E,4466552,N
2006.1523E,4467073,N
2013.1757E,4467492,N
2013.1757E,4467493,N
1996.547E,4467522,N
2006.1308E_5,4467560,N
1996.281E_11,4467564,N
1996.547E,4467566,N
2013.1535SHD,4468467,N
2014.1441E,4468552,N
2013.1690E,4468854,N
2011.1359E,4470301,N
2011.1359E,4471002,N
2014-001676CUA,4471853,N
2014-001676CUA,4472024,N
2011.1359E,4472416,N
1996.547E,4472971,N
2012.0203E_3,4473006,N
2013.1757E,4473253,N
2013.1757E,4473254,N
2013.1757E,4473255,N
2014-001676CUA,4473925,N
1996.547E,4473974,N
2011.1359E,4474483,N
2012.0203E_3,4474484,N
2013.1213CUA,4475325,N
2013.1213CUA,4475326,N
2016-001075CUA,4475335,N
2016-001075CUA,4475336,N
2013.1757E,4475482,N
2014.0961V,4475819,N
2012.1398X,4475945,N
2012.1398X,4475947,N
2012.1398X,4475948,N
2012.1398X,4475979,N
2012.1398X,4475980,N
2012.1025E_3,4476085,N
2014-000609CUA,4476112,N
2010.0305E,4476902,N
2006.1523E,4476907,N
2006.1523E,4477130,N
2010.0305E,4477131,N
2006.1523E,4478124,N
2010.0305E,4478125,N
2015-015799VAR,4478388,N
2014.0831E,4478748,N
2015-015799VAR,4479189,N
2014.0831E,4479425,N
2006.1523E,4479539,N
2010.0305E,4479540,N
2012.0033C,4480346,N
2013.1757E,4480517,N
2013.1757E,4480518,N
2006.0441E_5,4480550,N
2007.0946E_14,4480551,N
2007.0946E_14,4480553,N
2012.0593E,4480554,N
1996.281E_11,4480555,N
2013.1390E,4480556,N
2013.1179E,4480569,N
1996.771E,4480570,N
2015-015799VAR,4480894,N
2014.0831E,4481217,N
2006.1523E,4481356,N
2010.0305E,4481357,N
1996.771E,4481613,N
2013.1757E,4481614,N
1996.771E,4482179,N
2006.0441E_5,4482187,N
2013.1757E,4482673,N
2012.0593E,4482675,N
2014-002696VAR,4483244,N
2006.1523E,4483334,N
2014-002696VAR,4483842,N
2014-002696VAR,4484866,N
2014-002696VAR,4486072,N
2015-000904CUA,4486770,N
2005.1074E_3,4487286,N
2006.0441E_5,4487557,N
1996.547E,4487595,N
2014-002696VAR,4487877,N
2015-000904CUA,4487878,N
2005.1074E_3,4488052,N
2011.1370E,4489168,N
2013.1179E,4489221,N
2007.0946E_14,4489223,N
2012.0593E,4489225,N
2014.1020CUA,4489373,N
2013.1179E,4489544,N
2010.0305E,4489790,N
2014.0831E,4490197,N
2012.0403W,4490617,N
2012.1398X,4490904,N
2012.1398X,4490921,N
2014.0008CUA,4490928,N
2014.0831E,4491144,N
2015-002600ENX,4491499,N
2014.1399X,4491901,N
2015-002600ENX,4492168,N
2014.0831E,4492320,N
2014.1399X,4492497,N
2015-009279CUA,4492852,N
2012.0086E,4493147,N
2011.1370E,4493220,N
2013.1179E,4493223,N
2006.0441E_5,4493224,N
2007.0946E_14,4493225,N
2015-009279CUA,4493611,N
2015-002600ENX,4493625,N
2014.0831E,4493861,N
2014.1399X,4494114,N
2011.1359E,4494562,N
2014.0392E,4494612,N
2006.0441E_5,4494635,N
2013.1179E,4494636,N
2015-009279CUA,4494746,N
2014.0392E,4495024,N
2010.0305E_3,4496885,N
2014-001676CUA,4496925,N
2014-001676CUA,4496993,N
2010.0305E_3,4497393,N
2016-002786CUA,4497730,N
2016-000861VAR,4497732,N
2016-005514CUA,4497979,N
2010.0305E_3,4498301,N
2014-001676CUA,4498349,N
2016-000861VAR,4498530,N
2016-002786CUA,4498533,N
2010.0305E_3,4498898,N
2010.0305E_3,4498899,N
2013.0283A,4499521,N
2012.0648C,4499522,N
2006.1523CUA,4499593,N
2015-006700CUA,4499598,N
2013.1005VAR,4499772,N
2014-002228CUA,4499778,N
2014.0560C,4499956,N
2014-001676CUA,4500305,N
2016-000861VAR,4500544,N
2016-002786CUA,4500547,N
2010.0305E_3,4501014,N
2006.1523CUA,4501054,N
2012.0648C,4501055,N
2013.0283A,4501056,N
2013.1005VAR,4501058,N
2014-002228CUA,4501059,N
2014.0560C,4501060,N
2015-006700CUA,4501061,N
2012.0086E,4501769,N
2000.1090E,4501772,N
2011.1370E,4501778,N
2012.0086E,4501779,N
2012.0593E,4502000,N
2007.0558E,4503138,N
2010.0305E_3,4503333,N
2013.1037E,4503468,N
2007.0558E,4503604,N
2013.1037E,4503730,N
2010.0305E_3,4503762,N
2006.1523E_5,4504126,N
2010.0305E_3,4504414,N
2012.0203E,4504494,N
2006.1523E_5,4504645,N
2007.0558E,4504646,N
2013.1037E,4504911,N
2012.0203E,4504926,N
2010.0305E_3,4504973,N
2010.0305E_3,4504974,N
2006.1523E_5,4506239,N
2007.0558E,4506240,N
2013.1037E,4506613,N
2012.0203E,4506636,N
2010.0305E_3,4506712,N
2016-007837CUA,4507743,N
2006.1523E_5,4508187,N
2007.0558E,4508188,N
2013.1037E,4508678,N
2012.0203E,4508710,N
2010.0305E_3,4508806,N
2016-007837CUA,4508853,N
2011.1370E,4509568,N
2012.0593E,4509640,N
2007.0903E_7,4509747,N
2014-001676CUA,4510796,N
2012.1398X,4510900,N
2010.0305E_3,4511068,N
2014-001676CUA,4511202,N
2010.0305E_3,4511324,N
2015-002632VAR-02,4511480,N
2014.1121DNX,4511871,N
2014.1041DNX,4511944,N
2010.0305E_3,4511980,N
2015-002632VAR-02,4512110,N
2014.1041DNX,4512146,N
2010.0305E_3,4512213,N
2014.1121DNX,4512316,N
2013.1179E,4512757,N
2006.0441E_5,4512758,N
2004.0803E,4512783,N
2014-001676CUA,4512868,N
2010.0305E_3,4512939,N
2014-001676CUA,4512964,N
2015-002632VAR-02,4513058,N
2014.1041DNX,4513112,N
2010.0305E_3,4513248,N
2010.0305E_3,4513249,N
2006.0441E_5,4513379,N
2013.1179E,4513380,N
2014.1121DNX,4513427,N
2015-006143CUA,4514157,N
2013.0784X,4514192,N
2014-001676CUA,4514345,N
2015-006143CUA,4514347,N
2015-002632VAR-02,4514496,N
2013.0784X,4514588,N
2014.1041DNX,4514592,N
2010.0305E_3,4514826,N
2006.0441E_5,4515009,N
2013.1179E,4515010,N
2014.1121DNX,4515095,N
2009.0885C,4515473,N
2005.1074E_3,4516083,N
2013.0256E_5,4516187,N
2012.1496E,4516224,N
2012.1398X,4516340,N
2010.0305E_3,4516647,N
2014-000609CUA,4516781,N
2010.0305E_3,4516998,N
2014-000609CUA,4517034,N
2010.0305E_3,4517294,N
2014-000609CUA,4517311,N
2013.0961V,4517503,N
2013.0961V,4518348,N
2010.0305E_3,4518586,N
2014-000609CUA,4518640,N
2013.1037E,4519276,N
2013.0961V,4519703,N
2013.1037E,4519955,N
2010.0305E_3,4520031,N
2014-000609CUA,4520096,N
2015-007338CUA,4520550,N
2015-014461CUA,4520551,N
2015-009279CUA,4520939,N
2010.0305E_3,4521460,N
2015-009279CUA,4521947,N
2013.0961V,4521960,N
2015-007338CUA,4521965,N
2015-014461CUA,4521969,N
2013.1037E,4522317,N
2010.0305E_3,4522437,N
2010.0305E_3,4522438,N
2014-000609CUA,4522526,N
2007.0558E,4523205,N
2006.1523E,4523206,N
2014.1020CUA,4523754,N
2013.0677X,4525960,N
2013.0677CUA,4525961,N
2007.0946E_14,4526394,N
2013.1757E,4526396,N
2006.0441E_5,4526439,N
2012.1025E,4526444,N
2013.0677CUA,4526738,N
2013.0677X,4526739,N
2006.0441E_5,4527301,N
2012.1025E,4527302,N
2013.1757E,4527555,N
2005.1074E,4527955,N
2014.1441E,4528305,N
2014.1441E,4528306,N
2014.1441E,4528555,N
2013.0677CUA,4528559,N
2013.0677X,4528560,N
2005.1074E,4528735,N
2006.0441E_5,4529271,N
2012.1025E,4529272,N
2011.1370E,4529625,N
2012.0593E,4529626,N
2011.1122E_3,4529628,N
2010.0305E_3,4529698,N
2005.1074E,4529702,N
2006.0868E,4530346,N
2005.1074E,4531522,N
2010.0305E_3,4531660,N
2005.1074E,4531783,N
2010.0305E_3,4531839,N
2007.0558E,4532159,N
2012.1496E,4532232,N
2012.1025E,4532445,N
2006.0441E_5,4532452,N
2013.1049E,4532456,N
2007.0558E,4532721,N
2012.1496E,4532722,N
2005.1074E,4532899,N
2010.0305E_3,4533030,N
2006.0441E_5,4533190,N
2013.1049E,4533192,N
2006.1523E,4533498,N
2013.0050C,4533604,N
1999.377E_11,4533736,N
2007.0558E,4534124,N
2012.1496E,4534125,N
2005.1074E,4534343,N
2010.0305E_3,4534510,N
2006.0441E_5,4534737,N
2013.1049E,4534739,N
2007.0558E,4535012,N
2012.1496E,4535013,N
2005.1074E,4535225,N
2010.0305E_3,4535383,N
2006.0441E_5,4535595,N
2013.1049E,4535597,N
2013.1049E,4538597,N
2013.1049E,4539280,N
2014.1441E,4540154,N
2014-001676CUA,4540371,N
2010.0305E_3,4541112,N
2013.1049E,4541267,N
2013.1049E,4541995,N
2013.1390E,4541996,N
2013.1049E,4541998,N
2014.0961V,4542014,N
2012.1025E_3,4542039,N
2013.1757E,4542055,N
2011.1122E_3,4542056,N
2012.1398X,4542135,N
2014.0375C,4542164,N
2014.0375C,4542165,N
2012.0593E,4542183,N
2013.1049E,4542328,N
2013.1690E,4542340,N
2014.1531C,4542781,N
2013.0784X,4543239,N
2013.1049E,4543463,N
2013.0698X,4543651,N
2012.1398X,4543776,N
2013.1049E,4544019,N
2015-007338VAR,4544188,N
2015-007338VAR,4544845,N
2013.1049E,4545202,N
2014.0832ENX,4545563,N
2012.1025E_3,4546015,N
1996.547E,4546019,N
2010.0305E_3,4546020,N
2015-007338VAR,4546247,N
2014.0832ENX,4546336,N
2010.0305E_3,4546586,N
2013.1049E,4546695,N
1996.547E,4546832,N
2014.0730E,4547152,N
2007.1238E,4547171,N
2006.1523E,4547587,N
2005.1074E,4547609,N
2015-007338VAR,4548019,N
2014.0832ENX,4548135,N
2005.1074E,4548169,N
2007.1238E,4548378,N
2014.0730E,4548381,N
2006.1523E,4548474,N
2010.0305E_3,4548476,N
2013.1049E,4548635,N
1996.547E,4548808,N
2014-002072VAR,4549521,N
2016-005768CUA,4549528,N
2014.0828A,4549610,N
2011.1359E,4549684,N
2013.0154E_3,4549885,N
2013.0154E_3,4549887,N
2013.1690E,4550040,N
2011.1388E,4550041,N
2013.0050C,4550084,N
2014.0679E,4550117,N
2013.1037E,4550122,N
2014.1191V,4552400,N
2014.1191V,4553184,N
2012.0203E,4554106,N
2012.0203E,4554107,N
2011.1122E_3,4554173,N
2012.1025E_3,4554191,N
2012.1496E,4554570,N
2011.1388E,4554577,N
2006.1523E,4554578,N
2010.0305E_3,4554641,N
2014.1191V,4554932,N
2012.0203E,4555321,N
2012.1025E_3,4555677,N
2010.0305E_3,4556391,N
2013.0205V,4556881,N
2012.1531C_3,4557483,N
2012.1531C_3,4557897,N
2016-006208VAR,4558143,N
2013.1037E,4558372,N
2009.0816E,4558662,N
2013.1049E,4558663,N
2016-006208VAR,4558780,N
2013.1037E,4558980,N
2012.1531C_3,4559048,N
2009.0816E,4559162,N
2013.1049E,4559163,N
2013.1690E,4559522,N
2010.0305E_3,4559637,N
2013.1049E,4559666,N
2009.0816E,4559668,N
2012.0593E,4559681,N
2011.1122E_3,4559682,N
2013.1690E,4559958,N
2016-006208VAR,4560035,N
2013.1037E,4560300,N
2012.1531C_3,4560394,N
2009.0816E,4560555,N
2009.0816E,4560556,N
2011.1122E_3,4560557,N
2012.0593E,4560558,N
2013.1049E,4560559,N
2013.1049E,4560560,N
2009.0816E,4561196,N
2005.1074E,4561373,N
2012.1398X,4561391,N
2013.1690E,4561768,N
2016-006208VAR,4561869,N
2013.1037E,4562190,N
2012.1531C_3,4562323,N
2009.0816E,4562534,N
2009.0816E,4562535,N
2011.1122E_3,4562536,N
2012.0593E,4562537,N
2013.1049E,4562539,N
2013.0499E,4563499,N
2014.0679E,4563543,N
2013.1330E,4563545,N
2012.1496E,4563665,N
2012.1398X,4563690,N
2012.1398X,4563691,N
2012.1496E,4563852,N
2013.0499E,4563912,N
2012.1496E,4564519,N
2013.0499E,4564657,N
2013.1330E,4565043,N
2012.0865E,4565044,N
2014.0679E,4565045,N
2009.0816E,4565214,N
2013.1037E,4565256,N
2012.1496E,4565351,N
2012.1496E,4565559,N
2012.1496E,4565560,N
2013.1037E,4565781,N
2013.0499E,4565791,N
2012.1025E_3,4566671,N
2011.1122E_3,4566673,N
2012.1496E,4567354,N
2012.1496E,4567423,N
2012.1496E,4568432,N
2005.1074E,4569443,N
2014.1121DNX,4569629,N
2012.1496E,4569773,N
2014.1121DNX,4569838,N
2005.1074E,4569987,N
2011.1370E,4570709,N
2013.1179E,4570851,N
2011.1122E_3,4570852,N
2006.0441E_5,4570859,N
2013.1390E,4571141,N
2006.0441E_5,4571143,N
2012.1025E_3,4571144,N
2011.1370E,4571145,N
2016-004115CUA,4572155,N
2016-004115CUA,4572156,N
2011.1388E,4573034,N
2011.1388E,4573558,N
2011.1388E,4574738,N
2012.0203E,4576069,N
2011.1388E,4576378,N
2012.0203E,4576902,N
2013.0499E,4577674,N
2006.0441E_5,4577857,N
2006.0441E_5,4577858,N
2006.0441E_5,4577859,N
2006.0441E_5,4577880,N
2013.1390E,4577882,N
2013.1390E,4577883,N
2013.1179E,4577884,N
2013.1179E,4577886,N
2011.1122E_3,4577892,N
2011.1122E_3,4577895,N
2016-005563VAR,4577998,N
2012.0593E,4578044,N
2011.1370E,4578045,N
2013.1757E,4578052,N
2006.0441E_5,4578133,N
2013.1037E,4578327,N
2016-004115CUA,4578874,N
2016-009074CUA,4579987,N
2013.1757E,4580040,N
2016-009074CUA,4580531,N
2005.1074E,4581060,N
2013.0499E,4581155,N
2014.0519E,4581365,N
2010.0305E_3,4581383,N
2014.0329E,4581401,N
2013.1390E,4581404,N
2011.1122E_3,4581407,N
2014.0519E,4581408,N
2005.1074E,4581738,N
2013.0499E,4581907,N
2014.0329E,4581909,N
2010.0305E_3,4581988,N
2016-009074CUA,4582016,N
2013.1390E,4582250,N
2014.0519E,4582251,N
2015-010615CUA,4582450,N
2012.1398X,4582635,N
2014.1441E,4582694,N
2013.1330E,4583176,N
2013.1330E,4583178,N
2013.0973E,4583179,N
2013.0973E,4583230,N
2013.1049E,4583231,N
1996.281E_11,4583284,N
2016-004115CUA,4583555,N
2016-004115CUA,4583556,N
2016-004115CUA,4583557,N
2013.0499E,4583922,N
2005.1074E,4584141,N
2005.1074E,4584328,N
2013.0499E,4584375,N
2013.0698X,4584648,N
2014-000609CUA,4584925,N
2014-000609VAR,4584943,N
2005.1074E,4585267,N
2013.0499E,4585355,N
2014-000609CUA,4585442,N
2014-000609VAR,4585443,N
2007.0558E,4585835,N
2014.0679E,4585836,N
2012.0325E,4585837,N
2013.1037E,4585898,N
2005.1074E,4586352,N
2005.1074E,4586678,N
2005.1074E,4586679,N
2013.0499E,4586821,N
2014-000609CUA,4586948,N
2014-000609VAR,4586949,N
2007.0946E_14,4587427,N
2012.1025E_3,4587428,N
2014.0519E,4587430,N
2014.0519E,4587491,N
2014.0401VAR,4587761,N
2005.1074E,4588015,N
2005.1074E,4588548,N
2005.1074E,4588549,N
2013.0499E,4588751,N
2014-000609CUA,4588915,N
2014-000609VAR,4588916,N
2014.0401VAR,4588920,N
2014.0254C,4589702,N
2013.0499E,4589749,N
2013.0050C,4590272,N
2016-004115CUA,4590606,N
2016-004115CUA,4590607,N
2016-004115CUA,4590608,N
2006.1523DNX,4590654,N
2016-006065CUA,4590722,N
2016-006065CUA,4591546,N
2015-012110VAR,4591685,N
2013.1037E,4591972,N
2013.1049E,4592092,N
2015-012110VAR,4592340,N
2013.1049E,4592445,N
2013.1037E,4592571,N
2016-006065CUA,4592892,N
2007.0558E,4593310,N
2010.0305E_3,4593466,N
2007.0558E,4593541,N
2010.0305E_3,4593665,N
2016-006065CUA,4594128,N
2007.1238E,4594453,N
2013.0499E,4594510,N
2007.0558E,4594681,N
2007.1238E,4594682,N
2010.0305E_3,4594989,N
2013.0499E,4595030,N
2016-006065CUA,4595266,N
2011.1370E,4595612,N
2006.0441E_5,4595613,N
2013.0050C,4595871,N
2013.1037E,4596107,N
2012.0493E,4596745,N
2013.0499E,4596911,N
2013.0154E_3,4597029,N
2013.0154E_3,4597211,N
2013.0499E,4597309,N
2013.1049E,4597571,N
2013.0154E_3,4598149,N
2013.0499E,4598368,N
2007.0204C,4599298,N
2013.0154E_3,4599543,N
2013.0499E,4599872,N
2007.0204C,4600002,N
2013.0499E,4600966,N
2013.0154E_3,4601294,N
2013.0499E,4601752,N
2013.0499E,4601753,N
2007.0204C,4601937,N
2013.0973E,4602538,N
2013.0499E,4602563,N
2012.0493E,4602732,N
2011.1370E,4603218,N
2016-004115CUA,4603582,N
2016-004115CUA,4604159,N
2016-004115CUA,4604218,N
2016-004115CUA,4605204,N
2016-003758CUA,4605847,N
2015-002135CUA,4606277,N
2015-002135CUA,4606278,N
2016-004115CUA,4606542,N
2016-004115CUA,4606595,N
2016-004115CUA,4606596,N
2016-003758CUA,4606702,N
2011.1122E_3,4607685,N
2010.1020E,4608150,N
2016-004115CUA,4608455,N
2016-003758CUA,4608603,N
2010.1020E,4609402,N
2010.1020E,4609957,N
2016-004115CUA,4610523,N
2013.0973E,4610973,N
2015-006425CUA,4611061,N
2014.0730E,4611072,N
2011.1122E_3,4611315,N
2014.0730E,4611534,N
2011.1122E_3,4611624,N
2007.1035E,4612100,N
2014.0730E,4612667,N
2007.1035E,4612889,N
2011.1122E_3,4612891,N
2015-002135CUA,4613115,N
2006.0868E,4613323,N
2006.0868E,4613969,N
2015-002135CUA,4614032,N
2014.0730E,4614329,N
2007.1035E,4614662,N
2011.1122E_3,4614664,N
2013.1535SHD,4615492,N
2015-012123VAR,4615644,N
2016-004115CUA,4616087,N
2013.0499E,4616575,N
2013.0499E,4616809,N
2014.1103X,4617414,N
2013.0499E,4617887,N
2015-012110VAR,4619073,N
2013.1049E,4619315,N
2013.0499E,4619506,N
2013.1037E,4619532,N
2016-006065CUA,4620272,N
2006.0868E,4620459,N
2007.1238E,4621066,N
2006.0868E,4621363,N
2015-012110VAR,4621474,N
2013.1049E,4621758,N
2013.0499E,4622010,N
2013.1037E,4622033,N
2007.1238E,4622635,N
2013.0433E,4622741,N
2016-006065CUA,4622924,N
2016-006065CUA,4623107,N
2014.0519E,4623856,N
1996.547E,4623860,N
2007.1035E,4623894,N
2011.1122E_3,4623897,N
1996.547E,4623900,N
2013.0499E,4624813,N
2013.0499E,4625027,N
2016-004115CUA,4625864,N
2016-004115CUA,4625918,N
2013.0499E,4626206,N
2016-004115CUA,4627307,N
2013.0499E,4627712,N
2015-011529OFA,4628735,N
2013.0499E,4628936,N
2016-004115CUA,4629092,N
2013.0499E,4629627,N
2013.0499E,4629628,N
2015-011529OFA,4629757,N
2014.0519E,4630622,N
2007.1035E,4630629,N
2012.1025E,4630735,N
2006.1308E_5,4630737,N
2012.0257X,4630849,N
2013.1753X,4630902,N
2013.1209V,4630911,N
2012.1398X,4631371,N
2012.0701X,4631397,N
2013.0499E,4634403,N
2014-002961CUA,4634451,N
2013.0499E,4635006,N
2014-002961CUA,4635334,N
2007.1035E,4635721,N
2010.1020E,4635734,N
2015-002604ENX,4635832,N
2013.0499E,4635889,N
2015-002604ENX,4636659,N
2013.0499E,4636898,N
2013.0499E,4636899,N
2014-002961CUA,4637330,N
2010.1020E,4637336,N
2014-002961CUA,4637980,N
2010.1020E,4638046,N
2014-002961CUA,4638061,N
2013.0050C,4638254,N
2013.1209V,4638284,N
2016-005713CUA,4638591,N
2016-004115CUA,4638885,N
2015-002604ENX,4639377,N
2015-002604ENX,4639526,N
2013.0499E,4640145,N
2014.0963V,4640295,N
2015-002604ENX,4640532,N
2013.0499E,4640637,N
2014.0963V,4640700,N
2013.0499E,4641484,N
2010.0305E_3,4641601,N
2006.1308E_5,4641604,N
2015-002604ENX,4641846,N
2013.0499E,4642012,N
2013.0499E,4642013,N
2014.0963V,4642097,N
2012.0033C,4642965,N
2005.0912E_3,4643048,N
2005.0912E_3,4643049,N
2005.0912E_3,4643050,N
2012.1531C_3,4643333,N
2012.1531C_3,4643521,N
2015-002604ENX,4643700,N
2013.0499E,4643937,N
2014.0963V,4644054,N
2015-009141CUA,4644815,N
2013.0050C,4644926,N
2010.1020E,4645055,N
2007.1238E,4645059,N
2011.1370E,4645131,N
1996.281E_11,4645133,N
2012.1025E,4645135,N
2014.0666VAR,4645395,N
2014.0666VAR,4645396,N
2014.0666VAR,4645399,N
2016-004115CUA,4645754,N
2012.1333E_3,4646004,N
2013.1404E,4647021,N
2015-017999VAR,4647089,N
2015-017999VAR,4647604,N
2013.1404E,4647642,N
2013.0499E,4648045,N
2013.0499E,4648904,N
2015-017999VAR,4649019,N
2013.1404E,4649090,N
2014.0011X,4649764,N
2012.1333E_3,4650235,N
2014.0011X,4650455,N
2013.0499E,4650752,N
2015-017999VAR,4650900,N
2013.1404E,4651000,N
2015-009141OFA,4651664,N
2015-009141OFA,4651665,N
2015-009141OFA,4651667,N
2015-008674CUA,4651745,N
2011.1370E,4651912,N
1996.281E_11,4651998,N
2008.0091E,4652056,N
2008.0091E,4652060,N
2012.1333E_3,4652264,N
2014.1279ENX,4652303,N
1996.547E,4652339,N
2016-004115CUA,4652495,N
2016-004115CUA,4652496,N
2016-004115CUA,4652498,N
2014.0011X,4652732,N
2015-002604ENX,4652796,N
2014.0832ENX,4652799,N
2016-008708GPR,4653115,N
2016-008708GPR,4653120,N
2016-008708GPR,4653148,N
2016-008708GPR,4653396,N
2013.0499E,4653672,N
2014.0020A,4653863,N
2016-008708GPR,4654564,N
2014.0020A,4654781,N
2016-008708GPR,4656106,N
2014.0020A,4656416,N
2014.0011E,4656882,N
2016-005719VAR,4657014,N
2016-008708GPR,4657926,N
2016-005719VAR,4658024,N
2014.0020A,4658320,N
2014.0011E,4658415,N
2017-003190GPR,4658695,N
2012.1333E_3,4658860,N
2011.1122E_3,4658861,N
2006.1308E_5,4658863,N
2009.0816E,4658994,N
2010.0305E_3,4659019,N
1996.281E_11,4659020,N
2013.0050C,4659023,N
2016-004115CUA,4659155,N
2016-004115CUA,4659156,N
2016-004115CUA,4659157,N
2016-004115CUA,4659159,N
2014.0484E,4659283,N
2012.1025E_3,4659304,N
2013.1390E,4659306,N
2014.0011X,4659400,N
2013.0256E_5,4660148,N
2013.0256E_5,4660430,N
2005.0912E_3,4660880,N
2012.1496E,4660948,N
2015-008674CUA,4661025,N
2012.1496E,4661353,N
2013.0256E_5,4661354,N
2015-008674CUA,4661405,N
2005.0912E_3,4661706,N
2007.1342E,4662465,N
2014.0484E,4662469,N
2009.0816E,4662470,N
2014.0484E,4662472,N
2010.1020E,4662505,N
2012.1496E,4662600,N
2013.0256E_5,4662601,N
2015-008674CUA,4662660,N
2005.0912E_3,4663093,N
2010.1020E,4663203,N
2014.0484E,4663204,N
2012.0325E,4663661,N
2012.0325E,4664241,N
2012.1496E,4664242,N
2013.0256E_5,4664243,N
2015-008674CUA,4664321,N
2005.0912E_3,4664923,N
2010.1020E,4665068,N
2014.0484E,4665070,N
2015-008674CUA,4665684,N
2008.0789E,4665801,N
1996.547E,4665922,N
2014.1279ENX,4666028,N
2012.0325E,4666041,N
2012.1496E,4666042,N
2014-002069VAR,4666770,N
2013.0499E,4667027,N
2014-002069VAR,4667136,N
2013.0499E,4667256,N
2015-007190CTZ,4667594,N
2013.0499E,4668017,N
2014-002069VAR,4668112,N
2013.0499E,4668376,N
2013.0499E,4668377,N
2010.0043E,4668878,N
2012.1496E,4668984,N
2009.0816E,4669211,N
2013.1390E,4669213,N
2013.0499E,4669242,N
2014-002069VAR,4669380,N
2012.1496E,4669418,N
2013.0499E,4669722,N
2013.0499E,4669723,N
2009.0816E,4670004,N
2012.1025E_3,4670290,N
2013.0499E,4670383,N
2011.1359E,4670602,N
2012.1025E_3,4670801,N
2013.1757E,4670802,N
2012.1187E,4670806,N
1996.547E,4670854,N
1996.281E_11,4670855,N
2014-002069VAR,4671010,N
2012.1496E,4671056,N
2013.0499E,4671477,N
2013.0499E,4671478,N
2011.1359E,4671737,N
2009.0816E,4671856,N
2012.1025E_3,4671857,N
2014-002069VAR,4672679,N
2012.1398X,4673077,N
2012.1398X,4673078,N
2012.1398X,4673082,N
2011.1300X,4673155,N
2011.1300X,4673157,N
2013.1390E,4675847,N
2012.1025E_3,4675848,N
1996.547E,4675850,N
2007.1342E,4675853,N
2013.1757E,4675885,N
2007.1342E,4675903,N
1996.547E,4676796,N
2007.1342E,4676797,N
2012.1025E_3,4676798,N
2013.1390E,4676799,N
2000.541C,4677185,N
2007.1342E,4677477,N
2012.1333E_3,4677517,N
2014.1279ENX,4677623,N
1996.547E,4678665,N
2007.1342E,4678666,N
2007.1342E,4678667,N
2012.1025E_3,4678668,N
2012.1333E_3,4678669,N
2013.1390E,4678670,N
2007.0838C,4679834,N
2014.0016V,4680378,N
2014.0016V,4680971,N
2015-009460CUA,4681686,N
2014.0016V,4681901,N
2015-009460CUA,4682143,N
2015-008058VAR,4682554,N
2014.0016V,4683232,N
2015-009460CUA,4683614,N
2015-008058VAR,4683898,N
2014.0016V,4685019,N
2015-009460CUA,4685532,N
2015-008058VAR,4685933,N
2007.1342E,4686499,N
1996.281E_11,4686501,N
1996.547E,4686502,N
1996.281E_11,4686691,N
2014.1132V,4686722,N
2009.0816E,4686741,N
2015-002837CUA,4686804,N
2005.0912E_3,4686976,N
2013.1213CUA,4687081,N
2016-013754CUA,4687956,N
2016-013754CUA,4688251,N
2015-013066VAR,4688855,N
2015-013066VAR,4689280,N
2016-013754CUA,4689351,N
